id,page_name,page_type
13129,Météo à la carte,tvshow
13130,U.S. Election Assistance Commission,government
13131,Europ Assistance,company
13132,Nestum,company
13133,Pernille Schnoor,politician
13134,Peter Dutton,politician
13135,Skyscanner,company
13136,Leão Fuze,company
13137,Mensonges,tvshow
13138,John Kasich,politician
13139,Be Ready Utah,government
13140,New Girl,tvshow
13141,Eric Ciotti,politician
13142,高嘉瑜,politician
13143,富邦人壽是怎young,company
13144,La Previa,tvshow
13145,Chrys Kefalas,politician
13146,The Challenge,tvshow
13147,Tennessee Department of Intellectual and Developmental Disabilities,government
13148,Jens Niklaus,politician
13149,CDC National Environmental Public Health Tracking Network,government
13150,L'OCCITANE en Provence,company
13151,Rob Oliphant,politician
13152,Durex,company
13153,"Australia’s Outback, Northern Territory",company
13154,"Charlie Battery, 1-38 FA",government
13155,Dunwoody Police Department,government
13156,Grace and Frankie,tvshow
13157,Programa Nacional de Becas y Crédito Educativo del Perú,government
13158,Sin Identidad,tvshow
13159,Ministère des Domaines de l'Etat et des Affaires Foncières - Tunisie,government
13160,Jörg Berens,politician
13161,Josh Shapiro,politician
13162,Helse- og omsorgsdepartementet (Norge),government
13163,Francesco Bonifazi,politician
13164,Agora Na Política,government
13165,Arbeids- og sosialdepartementet (Norge),government
13166,The Voice Albania / The Voice Kids Albania,tvshow
13167,Jour Polaire,tvshow
13168,Healthy Choice,company
13169,Flor Ayala,politician
13170,India Votes,government
13171,紫色大稻埕,tvshow
13172,Marcello Pittella,politician
13173,Marco Scibona Cittadino in Senato,politician
13174,"Australian Embassy, Sweden",government
13175,Carsten Schneider,politician
13176,Pompeo de Mattos,politician
13177,Foreign Correspondent,tvshow
13178,Detlev Pilger,politician
13179,Peter Khalil,politician
13180,ModCloth,company
13181,Kementerian PPN/Bappenas,government
13182,L'OCCITANE en Provence,company
13183,Bis,company
13184,VA Texas Valley Coastal Bend Health Care System,government
13185,3 Sverige,company
13186,British Army University Officers' Training Corps - UOTC,government
13187,Samsung,company
13188,Editorial SM México,company
13189,Stay Army Reserve,government
13190,Milwaukee VA Medical Center,government
13191,Philippine Information Agency,government
13192,Uwe Schwarz,politician
13193,"Dagmar Freitag, Mitglied des Deutschen Bundestages",politician
13194,Oficiul Național al Registrului Comerțului,government
13195,Amigos de Walter Torres Maldonado,politician
13196,Georgia State Parks & Historic Sites Division - Georgia DNR,government
13197,State Historical Society of Iowa,government
13198,Kolinda Grabar-Kitarović,politician
13199,Caught on Camera,tvshow
13200,Ambasada României în Regatul Țărilor de Jos,government
13201,Marcolin,company
13202,Päästeamet,government
13203,Gilbert Police Department,government
13204,防衛省(学生向け),government
13205,ESET,company
13206,Lucky 7,tvshow
13207,Disney voor Mama's,company
13208,T.C. Dakka Büyükelçiliği / Turkish Embassy in Dhaka,government
13209,T4F,company
13210,Vietnam Idol,tvshow
13211,Australia Awards,government
13212,The U.S. Department of the Treasury,government
13213,Union européenne en Guinée,government
13214,LU,company
13215,Migros Türkiye,company
13216,Penrith NSW State Emergency Service,government
13217,The Returned,tvshow
13218,Mi Mamá Cocina Mejor Que La Tuya,tvshow
13219,Meenakshi Lekhi,politician
13220,Shop Spring,company
13221,Subway Canada,company
13222,Yannick Jadot,politician
13223,"National Disaster Management Authority, India",government
13224,Ministerio de Salud Paraguay,government
13225,Fort Drum Soldier for Life - Transition Assistance Program,government
13226,Statistikaamet,government
13227,"Cr. Theo Zographos, Oakleigh Ward",politician
13228,U.S. Army Garrison Fort Benning,government
13229,Aero South Africa,company
13230,U.S.- Mexico Border 2020 / Frontera 2020,government
13231,WWEShop.com,company
13232,Bev Shipley,politician
13233,ESET,company
13234,Fremont Police Department,government
13235,"Tamara Smith, MP",politician
13236,Icecreamland,company
13237,Banco Central do Brasil,government
13238,Microsoft,company
13239,Ministerio de Trabajo - Paraguay,government
13240,Alexander Brockmeier,politician
13241,Apocalipse,tvshow
13242,US National Weather Service Goodland Kansas,government
13243,Italiasicura,government
13244,7-Eleven,company
13245,Flexa Ribeiro,politician
13246,Senator Kimberley Kitching,politician
13247,Columbia Sportswear,company
13248,L'Oréal Talent,company
13249,Smartly.io,company
13250,Tía Rosa,company
13251,Volkswagen,company
13252,U.S. Pacific Air Forces,government
13253,Volkswagen,company
13254,Crocs,company
13255,Командування Сил спеціальних операцій ЗС України,government
13256,"Office of Sustainability, City of Austin",government
13257,Cake Boss,tvshow
13258,Chris Bittle M.P.,politician
13259,NEXT,tvshow
13260,"Strategy and Innovation, Department of the Navy",government
13261,Alannah MacTiernan,politician
13262,Europ Assistance,company
13263,German Consulate General Boston,government
13264,U.S. Embassy Luxembourg,government
13265,Anthony Rota,politician
13266,Historic England,government
13267,David McAllister,politician
13268,Mike Albano,politician
13269,Stephan Toscani,politician
13270,Getting On,tvshow
13271,Lazada,company
13272,Maryland State Parks,government
13273,Diana Golze,politician
13274,American Tourister,company
13275,Coatesville VA Medical Center,government
13276,Deputado Federal Zé Silva,politician
13277,Nederland en het WK2014,government
13278,Andy Harris,politician
13279,Embajada del Perú en Bélgica,government
13280,"Hans Herold, MdL",politician
13281,Manulife,company
13282,Camping paradis,tvshow
13283,easyJet,company
13284,Kenneth Leung 梁繼昌,politician
13285,Embassy of Canada to Chile,government
13286,Floriano Pesaro,politician
13287,Storage Wars: Texas on A&E,tvshow
13288,Arne Boelt,politician
13289,Nuno Melo,politician
13290,Qatar Museums,government
13291,Gulf Islands National Park Reserve,government
13292,Chipotle Mexican Grill,company
13293,Ministère du Transport - وزارة النقل,government
13294,European Commission,government
13295,Söngvakeppnin,tvshow
13296,Teachers on TV Land,tvshow
13297,US National Weather Service Wichita Kansas,government
13298,Pyramide,tvshow
13299,Noida Traffic Police,government
13300,U.S. Embassy Berlin,government
13301,Faites Danser le Monde,tvshow
13302,CBS Dream Team,tvshow
13303,Embajada de Suiza ante Paraguay,government
13304,CT State Historic Preservation Office,government
13305,Kerry McCarthy,politician
13306,Shark Tank Australia,tvshow
13307,Little Bites,company
13308,mydays,company
13309,DOITT - NYC Government Tech,government
13310,Dänische Botschaft in Deutschland,government
13311,"3rd Squadron, 71st Cavalry Regiment     ""The Ghost Squadron""",government
13312,McDonald's,company
13313,Yama Sakura,government
13314,Peter Skaarup,politician
13315,Xerox,company
13316,719th Military Intelligence Battalion,government
13317,Philadelphia VA Medical Center,government
13318,ISU Brasov,government
13319,Mark Smith,politician
13320,Karlheinz Kopf,politician
13321,Lone Loklindt,politician
13322,Johanna Mikl-Leitner,politician
13323,"British Consulate General, Miami",government
13324,Canyon,company
13325,Fort Stewart/Hunter FMWR,government
13326,C&A,company
13327,Suomen suurlähetystö Belgrad - Embassy of Finland in Belgrade,government
13328,Lip Sync Battle,tvshow
13329,ASUS Republic of Gamers,company
13330,Canyon,company
13331,Páginas Amarillas,company
13332,Assembleia Legislativa do Ceará,government
13333,Момчил Неков,politician
13334,Cocina con Sergio,tvshow
13335,Town of Herndon Government,government
13336,Interbank,company
13337,The Canadian Arts & Fashion Awards,company
13338,Polizei Bremerhaven,government
13339,Microsoft Imagine Access,company
13340,Mark Speakman,politician
13341,Jürgen Trittin,politician
13342,Ottolenghi,company
13343,Visit Jordan,company
13344,BelgiuminCopenhagen,government
13345,Triumph,company
13346,3rd Infantry Division Artillery,government
13347,Massimiliano Salini,politician
13348,ՀՀ Արտաքին գործերի նախարարություն / Ministry of Foreign Affairs of Armenia,government
13349,三立華劇－料理高校生,tvshow
13350,Міністерство культури України,government
13351,"Embajada de Canadá en Costa Rica, Nicaragua y Honduras",government
13352,Travel Buenos Aires,government
13353,Israel in Nigeria,government
13354,Milka,company
13355,SuperBrugsen,company
13356,Toblerone,company
13357,ARCHOS,company
13358,Canada en Guinée,government
13359,Hoka One One,company
13360,Enfagrow A+ Four Philippines,company
13361,US National Weather Service Shreveport Louisiana,government
13362,La France en Corée - Ambassade de France en Corée,government
13363,Chuck E. Cheese’s,company
13364,Let's Make A Deal,tvshow
13365,Nitin Gadkari,politician
13366,Nouveau look pour une nouvelle vie,tvshow
13367,ICA Student,company
13368,Sonya Kilkenny MP,politician
13369,SRF Heimatland,tvshow
13370,Julio Borges,politician
13371,Status PR,company
13372,AXA Deutschland,company
13373,WD,company
13374,Evarist Bartolo,politician
13375,アディダスゴルフ / adidas Golf Japan,company
13376,Book of Negroes,tvshow
13377,Consulatul General al Romaniei la Montreal,government
13378,Bolsa Família,government
13379,Fazer,company
13380,Mercure Hotels,company
13381,Delissio,company
13382,Embassy of Denmark in Tel Aviv,government
13383,คนอวดผี,tvshow
13384,Cyber Security Agency of Singapore- CSA,government
13385,Neil Gray MP,politician
13386,Sill YTL,government
13387,Cumhuriyet Teknoloji,company
13388,Roses Only,company
13389,Wacky Warehouse,company
13390,Nova Scotia Government,government
13391,ASICS,company
13392,Naturalizer,company
13393,Honorable Cámara de Diputados de la Nación Argentina,government
13394,Davide Faraone,politician
13395,tvN 리틀빅히어로,tvshow
13396,대한민국 국가보훈처,government
13397,clicRBS,company
13398,KJRI New York,government
13399,Volkswagen,company
13400,Autoridad Nacional del Agua del Perú,government
13401,Stephen McNeil,politician
13402,Gatorade Venezuela,company
13403,Helen Whately,politician
13404,Brooks Running,company
13405,Fajardo,politician
13406,NSA - National Cryptologic Museum,government
13407,Juicy Juice,company
13408,Lethal Weapon FOX,tvshow
13409,Pacific Armies Chiefs Conference/ Pacific Armies Management Seminar,government
13410,Marzena Okła-Drewnowicz,politician
13411,Hal Parrish,politician
13412,Love Thy Neighbor,tvshow
13413,"Department of Stamps and Registration, Government of Uttarakhand",government
13414,RedeTV Geek,tvshow
13415,34th Red Bull Infantry Division,government
13416,Armée française - Opérations militaires,government
13417,The West Block,tvshow
13418,Michael E. DeBakey VA Medical Center,government
13419,Remo Sernagiotto,politician
13420,Rake,tvshow
13421,Antony Morato,company
13422,NESCAFÉ Dolce Gusto Middle East,company
13423,Emeril's Cooking,company
13424,Nestlé. Saboreia a Vida,company
13425,Britain's Got Talent,tvshow
13426,Employer Support of the Guard and Reserve,government
13427,Tom Reed,politician
13428,U.S. Coast Guard Tri-State,government
13429,The Jim Bakker Show,tvshow
13430,Radio HIT,company
13431,Thierry Braillard,politician
13432,Administration on Aging,government
13433,"Patrick Grady, MP for Glasgow North",politician
13434,Madigan Army Medical Center,government
13435,Noticias Univision Tampa Bay,tvshow
13436,Brasil Urgente,tvshow
13437,Mentalist France,tvshow
13438,Lukács Zoltán,politician
13439,Department of Health,government
13440,T-Mobile Austria,company
13441,Let's Move,government
13442,Basketball Wives,tvshow
13443,TerraCycle,company
13444,Tigo Honduras,company
13445,Office of the U.S. Trade Representative,government
13446,Don Huffines,politician
13447,Showtime Documentary Films,tvshow
13448,Tu Cara Me Suena,tvshow
13449,Sobeys,company
13450,FTO Alaska Region,government
13451,Pegasus Hava Yolları,company
13452,Smash,tvshow
13453,Royal Marines,government
13454,Triumph,company
13455,Hotwire,company
13456,花蓮縣警察局玉里分局,government
13457,Public Libraries Singapore,government
13458,Mid-America Regional Council,government
13459,Élections Canada,government
13460,USAID | Timor-Leste,government
13461,Corsair,company
13462,Microsoft,company
13463,tvN 신서유기,tvshow
13464,Asamblea Nacional del Ecuador,government
13465,Agencia Nacional de Minería,government
13466,Taking Fire,tvshow
13467,Tunay na Buhay,tvshow
13468,Samy Gemayel,politician
